age,area_percentage,has_superstructure_mud_mortar_stone,has_superstructure_cement_mortar_brick,has_superstructure_rc_non_engineered,has_superstructure_rc_engineered,geo_level_1_id_17,geo_level_1_id_26,foundation_type_i,foundation_type_r,foundation_type_w,roof_type_x,ground_floor_type_v,other_floor_type_j,other_floor_type_s
0,4,0,0,0,0,0,0,0,1,0,0,0,1,0
15,13,0,0,0,0,0,0,0,1,0,0,0,0,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
25,7,1,0,0,0,0,0,0,1,0,0,0,0,0
55,9,1,0,0,0,0,1,0,1,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
85,7,0,0,0,0,0,0,0,1,0,0,0,0,0
50,9,1,0,0,0,0,0,0,1,0,0,0,0,0
80,5,1,0,0,0,0,0,0,1,0,0,0,1,0
55,22,0,0,0,0,0,0,0,1,0,0,0,0,0
0,15,0,0,1,0,0,0,0,0,1,0,1,0,0
5,10,0,1,0,0,0,0,0,0,0,0,0,1,0
35,9,0,0,0,0,0,0,0,1,0,0,0,0,0
15,16,0,1,0,0,0,0,0,0,0,1,1,0,1
60,13,1,0,0,0,0,0,0,1,0,0,0,0,0
35,5,1,0,0,0,0,1,0,1,0,0,0,0,0
5,9,1,0,0,0,0,1,0,0,1,0,1,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
20,9,1,0,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
20,9,1,0,0,0,0,0,0,1,0,0,0,0,0
20,11,0,1,0,0,1,0,0,0,0,0,0,0,0
25,7,1,0,0,0,0,0,0,1,0,0,0,0,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
40,6,0,0,0,0,0,0,0,1,0,0,0,0,1
10,5,1,0,0,0,0,0,0,1,0,0,0,1,0
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
10,11,0,1,0,0,0,1,0,1,0,0,1,1,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
25,8,1,0,0,0,0,0,0,1,0,0,0,0,0
5,4,0,0,0,0,0,0,0,1,0,0,0,0,0
15,8,1,0,0,0,0,0,0,1,0,0,0,0,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,1,0
10,10,1,0,0,0,0,0,0,1,0,0,0,1,0
15,8,1,0,0,0,0,0,0,1,0,0,0,0,0
20,9,1,0,0,0,0,0,0,1,0,0,0,0,0
20,9,1,0,0,0,0,0,0,1,0,0,0,0,0
90,9,0,0,0,0,0,0,0,1,0,0,0,0,0
5,6,0,0,1,0,0,0,0,0,1,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
35,11,1,0,0,0,0,0,0,0,0,0,0,0,0
45,7,1,0,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
40,11,1,0,0,0,0,0,0,1,0,0,1,0,0
50,6,1,0,0,0,0,0,0,0,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
0,7,1,0,0,0,0,0,0,1,0,0,0,1,0
15,7,1,0,0,0,0,0,0,0,1,0,0,0,0
15,26,0,1,0,0,0,0,0,1,0,0,0,0,1
25,7,1,0,0,0,0,0,0,0,1,0,0,0,0
5,7,0,0,0,0,0,0,0,0,1,0,0,0,0
20,5,1,0,0,0,0,0,0,0,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
0,6,0,1,0,0,0,0,0,0,1,0,1,0,0
85,13,0,0,0,0,0,0,0,1,0,0,0,0,0
40,5,1,0,0,0,0,0,0,1,0,0,0,1,0
45,7,1,0,0,0,0,0,0,1,0,0,0,0,0
35,11,0,0,0,0,0,0,0,1,0,0,0,0,0
20,9,1,0,0,0,0,0,0,1,0,0,0,0,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
0,7,0,0,0,0,0,0,0,0,1,0,0,0,0
15,8,1,0,0,0,0,0,0,1,0,0,0,0,0
5,15,1,0,0,0,0,0,0,1,0,0,0,0,0
25,8,1,0,0,0,0,1,0,0,1,0,0,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
20,7,1,0,0,0,0,0,0,1,0,0,0,1,0
25,4,1,0,0,0,0,1,0,1,0,0,0,0,0
40,6,1,0,0,0,0,1,0,1,0,0,0,0,0
35,9,0,0,0,0,0,0,0,1,0,0,0,0,0
80,11,0,0,0,0,0,0,0,1,0,0,0,0,0
30,5,1,0,0,0,0,0,0,1,0,0,0,0,0
10,9,1,0,0,0,0,0,0,1,0,0,0,0,0
5,8,0,1,0,0,0,0,0,0,0,0,1,0,1
30,11,0,0,0,0,0,0,0,1,0,1,0,1,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
40,15,0,1,0,0,0,0,0,0,0,1,1,0,1
0,5,1,0,0,0,0,0,0,0,1,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
25,9,1,0,0,0,0,1,0,1,0,0,0,0,0
30,5,1,0,0,0,0,0,0,1,0,0,0,0,0
15,8,1,0,1,0,0,0,0,1,0,0,0,0,0
100,9,0,0,0,0,0,0,0,1,0,0,0,0,0
80,4,0,1,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
15,6,0,1,0,0,0,1,0,0,1,0,1,1,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
30,10,0,0,0,0,0,1,0,0,1,0,0,1,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
10,9,1,0,0,0,0,0,0,1,0,0,0,0,0
15,12,0,1,0,0,0,0,0,1,0,0,1,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
15,8,1,0,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
50,8,1,0,0,0,0,0,0,1,0,0,0,0,0
5,10,0,1,0,0,0,1,0,1,0,0,1,1,0
10,5,1,0,0,0,0,0,0,1,0,0,0,1,0
5,8,0,0,0,0,0,0,0,1,0,1,1,1,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
10,3,1,0,0,0,0,0,0,1,0,0,1,0,0
50,9,1,0,0,0,0,0,0,1,0,0,0,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
0,14,0,1,0,0,0,0,0,0,0,0,1,0,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
50,9,1,0,0,0,0,0,0,1,0,0,0,0,0
15,13,0,0,0,0,0,0,0,1,0,0,0,0,0
10,5,1,0,0,0,0,0,0,1,0,0,0,1,0
0,8,1,0,0,0,0,1,0,1,0,0,0,0,0
20,9,1,0,0,0,0,0,0,1,0,0,0,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
0,10,1,0,0,0,0,0,0,1,0,0,0,1,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
20,8,1,0,0,0,0,0,0,0,1,0,0,0,0
95,19,0,0,0,0,0,0,0,1,0,0,0,0,0
15,7,1,0,1,0,0,1,0,1,0,0,0,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
10,9,1,0,0,0,0,0,0,1,0,0,0,0,0
30,11,0,0,0,0,0,0,0,1,0,0,1,0,0
20,17,0,1,0,0,0,0,0,1,0,0,0,0,0
5,11,1,0,0,0,0,0,0,0,0,0,0,1,0
5,4,0,0,0,0,0,0,0,0,1,0,0,0,0
45,7,1,0,0,0,0,0,0,1,0,0,0,0,0
30,5,1,0,0,0,0,0,0,1,0,0,0,0,0
0,4,0,1,0,0,0,0,0,1,0,0,0,0,0
30,7,0,0,0,0,0,0,0,1,0,0,0,1,0
15,8,1,0,0,0,0,0,0,1,0,0,0,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
15,7,1,0,0,0,0,1,0,1,0,0,0,0,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
5,6,0,0,0,0,0,1,0,1,0,0,0,0,0
10,3,0,1,0,0,0,0,0,0,0,0,0,1,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,0,0,0,0,0,0,1,0,0,0,0
25,8,1,0,0,0,0,0,0,1,0,0,0,0,0
110,6,1,0,0,0,0,0,0,1,0,0,0,0,0
35,7,0,0,0,0,0,0,0,1,0,0,0,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
0,10,1,0,0,0,0,0,0,1,0,0,0,0,0
65,12,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,0,0,0,0,0,1,0,0,1,0,0,1,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
5,11,0,0,1,0,0,0,1,0,0,1,1,0,1
90,9,0,0,0,0,0,0,0,1,0,0,0,0,0
15,8,1,0,0,0,0,0,0,1,0,0,0,0,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
15,14,0,0,0,0,0,0,0,1,0,0,1,0,0
10,7,0,0,1,0,0,0,1,0,0,1,1,0,1
25,7,1,0,0,0,0,0,0,1,0,0,0,0,0
10,5,1,0,0,0,0,0,0,1,0,0,0,1,0
20,9,1,0,0,0,0,0,0,1,0,0,0,0,0
10,6,0,1,0,0,0,0,0,1,0,1,1,0,1
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
5,11,0,0,0,0,0,0,0,0,0,1,1,1,0
15,6,0,0,0,0,0,0,0,1,0,0,0,0,0
10,8,1,1,0,0,0,0,0,0,1,0,0,0,0
0,11,1,1,0,0,0,0,0,1,0,0,1,0,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
25,7,1,0,0,0,0,0,0,1,0,0,0,0,0
25,8,1,0,0,0,0,0,0,1,0,0,0,0,0
125,2,0,0,0,0,0,0,0,1,0,0,0,0,0
5,12,1,0,0,0,0,0,0,1,0,0,0,0,0
25,7,1,0,0,0,0,0,0,1,0,0,0,0,0
90,5,1,0,0,0,0,0,0,1,0,0,0,0,0
10,5,0,0,0,0,0,0,0,0,1,0,0,1,0
45,7,1,0,0,0,0,0,0,1,0,0,0,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
65,12,0,0,0,0,0,0,0,1,0,0,0,0,0
45,19,1,0,0,0,0,0,0,1,0,0,0,0,0
5,11,1,0,0,0,0,0,0,1,0,0,0,0,0
15,12,1,0,0,0,0,0,0,1,0,0,0,0,0
30,5,1,0,0,0,0,0,0,1,0,0,0,0,0
15,8,1,0,0,0,0,0,0,1,0,0,0,0,0
5,6,0,0,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,1,0
20,10,1,0,0,0,0,1,0,1,0,0,0,0,0
995,11,1,0,0,0,0,0,0,1,0,0,0,0,0
0,7,0,0,0,0,0,0,0,0,1,0,0,0,0
15,8,0,1,0,0,0,0,0,1,0,0,1,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
30,17,1,0,0,0,0,1,0,1,0,0,0,0,0
0,4,0,0,0,0,0,0,0,1,0,0,0,1,0
25,3,1,0,0,0,0,0,0,1,0,0,0,1,0
25,10,1,0,0,0,0,0,0,0,1,0,0,0,0
25,11,1,0,0,0,0,0,0,0,1,0,0,0,0
5,3,0,1,0,0,0,0,0,0,0,0,0,1,0
0,11,0,1,0,0,1,0,0,0,0,0,0,1,0
5,17,0,0,1,0,1,0,1,0,0,1,1,0,0
35,9,0,0,0,0,0,0,0,1,0,0,0,0,0
10,9,1,0,0,0,0,0,0,1,0,0,0,0,0
0,10,1,0,0,0,0,0,0,1,0,0,0,0,0
0,10,1,0,0,0,0,0,0,1,0,0,0,0,0
45,11,1,0,0,0,0,0,0,0,1,0,0,0,0
25,7,1,0,0,0,0,0,0,1,0,0,0,0,0
15,7,1,0,0,0,0,1,0,1,0,0,0,0,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,1,0,0,0,0,1,0,0,0,0,0
25,7,1,0,0,0,0,0,0,1,0,0,0,0,0
95,4,1,0,0,0,0,0,0,1,0,0,0,0,0
15,5,1,0,0,0,0,0,0,0,1,0,0,0,0
25,8,1,0,0,0,0,0,0,1,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
15,12,1,0,0,0,0,0,0,1,0,0,0,0,0
5,12,1,0,0,0,0,0,0,1,0,0,0,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
10,9,1,0,0,0,0,0,0,1,0,0,0,0,0
20,9,1,0,0,0,0,0,0,1,0,0,0,0,0
20,9,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,1,0,0,0,0,1,0,1,0,0,0,0,0
10,15,0,1,0,0,0,0,0,0,0,1,1,0,1
995,5,0,0,0,0,0,0,0,1,0,0,0,0,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
25,8,1,0,0,0,0,0,0,1,0,0,0,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
20,14,0,0,0,0,0,0,0,1,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
5,4,1,0,0,0,0,1,0,0,1,0,0,0,0
0,11,0,0,0,0,0,0,0,1,0,0,0,0,0
5,4,0,1,0,0,0,1,0,0,1,0,0,0,0
10,10,1,0,0,0,0,0,0,1,0,0,0,1,0
15,8,1,0,0,0,0,0,0,1,0,0,0,0,0
50,10,1,0,0,0,0,0,0,1,0,0,0,0,0
995,10,0,1,0,0,0,0,0,0,0,1,0,1,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
5,5,0,1,0,0,0,0,0,0,0,0,0,1,0
15,6,0,0,0,0,0,0,0,1,0,0,0,0,0
25,4,1,0,0,0,0,0,0,1,0,0,0,0,0
25,4,1,0,0,0,0,0,0,1,0,0,0,0,0
15,10,0,1,0,0,0,0,0,1,0,1,1,0,1
30,4,0,0,0,0,0,0,0,1,0,0,0,0,0
10,23,0,1,0,0,0,0,0,0,0,1,0,0,1
5,11,1,0,0,0,0,0,0,1,0,0,0,0,0
15,13,1,0,0,0,0,0,0,1,0,0,0,1,0
30,5,1,0,0,0,0,0,0,1,0,0,0,0,0
0,10,1,0,0,0,0,0,0,1,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
10,9,1,0,0,0,0,0,0,1,0,0,0,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,1,0
30,5,1,0,0,0,0,0,0,1,0,0,0,0,0
30,5,1,0,0,0,0,0,0,1,0,0,0,0,0
25,8,1,0,0,0,0,0,0,1,0,0,0,0,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
25,12,1,0,0,0,0,0,0,1,0,0,1,0,0
15,7,1,0,0,0,0,1,0,1,0,0,0,0,0
0,10,1,0,0,0,0,0,0,1,0,0,0,0,0
35,9,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,1,0,0,0,0,1,0,1,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
150,4,0,0,0,0,0,0,0,1,0,0,0,0,0
35,10,1,0,0,0,0,0,0,1,0,0,1,0,0
25,8,1,0,0,0,0,0,0,1,0,0,0,0,0
25,7,1,0,0,0,0,0,0,1,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
45,7,1,0,0,0,0,0,0,1,0,0,0,0,0
30,11,0,0,0,0,0,0,0,1,0,1,1,0,1
5,6,0,0,0,0,0,0,0,1,0,0,0,0,0
20,3,0,1,0,0,0,1,0,0,0,0,1,1,0
5,15,1,0,0,0,0,0,0,1,0,0,0,0,0
25,8,1,0,0,0,0,0,0,1,0,0,0,0,0
50,7,1,0,0,0,0,1,0,0,0,0,0,0,0
0,11,0,1,0,0,1,0,0,0,0,0,1,1,0
0,17,1,0,0,0,0,0,0,1,0,0,0,0,0
20,6,1,0,1,0,0,0,1,0,0,0,0,0,0
5,17,1,0,0,0,0,0,0,1,0,0,0,0,0
5,11,1,1,0,0,0,0,0,1,0,0,0,0,0
15,11,1,0,1,0,0,0,0,1,0,0,0,0,0
20,5,0,1,0,0,0,0,0,1,0,1,0,0,0
0,8,1,0,0,0,0,0,0,0,1,0,0,0,0
25,7,1,0,0,0,0,0,0,1,0,0,0,0,0
25,8,1,0,0,0,0,0,0,1,0,0,0,0,0
40,10,0,1,0,0,0,0,0,0,0,1,1,0,1
5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
5,2,0,0,0,0,0,0,0,0,1,0,0,1,0
30,6,0,1,0,0,0,0,0,0,0,0,0,0,1
5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
25,8,1,0,0,0,0,0,0,1,0,0,0,0,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
10,10,0,0,0,0,0,1,0,0,1,0,0,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
35,6,0,0,1,0,0,0,0,0,1,0,0,0,0
60,6,1,0,0,0,0,1,0,1,0,0,0,1,0
25,7,1,0,0,0,0,0,0,1,0,0,0,0,0
15,8,1,0,0,0,0,0,0,1,0,0,0,0,0
50,9,1,0,0,0,0,0,0,1,0,0,0,0,0
15,12,1,0,0,0,0,0,0,1,0,0,0,0,0
40,10,1,0,0,0,0,0,0,1,0,0,0,1,0
25,12,1,0,0,0,0,0,0,1,0,0,1,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,1,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
15,6,0,0,0,0,0,0,0,1,0,0,0,0,0
25,7,1,0,0,0,0,0,0,1,0,0,0,0,0
20,5,1,0,0,0,0,0,0,0,0,0,0,0,0
10,5,0,0,0,0,0,0,0,0,1,0,0,0,0
10,15,0,1,1,0,0,0,0,0,1,0,0,0,0
15,8,0,1,0,0,0,0,0,0,0,0,0,0,0
10,9,1,0,0,0,0,0,0,1,0,0,0,0,0
45,7,1,0,0,0,0,0,0,1,0,0,0,0,0
20,19,0,1,0,0,0,1,0,1,0,1,1,1,0
20,7,1,0,0,0,0,0,0,1,0,0,0,1,0
25,13,1,0,0,0,0,1,0,1,0,0,1,0,0
0,8,0,0,0,0,0,0,0,1,0,0,0,0,0
90,6,1,0,0,0,0,0,0,1,0,0,0,0,0
15,5,0,0,0,0,0,1,0,1,0,0,0,0,0
15,8,1,0,0,0,0,0,0,1,0,0,0,0,0
5,12,1,0,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,1,0
20,8,0,1,0,0,0,0,0,1,0,1,0,0,0
80,5,0,0,0,0,0,0,0,1,0,0,0,0,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
15,7,0,0,0,0,0,1,0,0,1,0,0,0,0
30,5,1,0,0,0,0,0,0,1,0,0,0,0,0
20,9,1,0,0,0,0,0,0,1,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
5,17,0,1,0,0,0,1,0,0,1,0,0,0,0
0,10,1,0,0,0,0,0,0,1,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
50,8,1,0,0,0,0,0,0,1,0,0,0,0,0
15,8,1,0,0,0,0,0,0,1,0,0,0,0,0
35,8,1,0,0,0,0,0,0,1,0,0,1,0,0
25,4,1,0,0,0,0,0,0,1,0,0,0,0,1
10,9,1,0,0,0,0,0,0,1,0,0,0,0,0
995,6,1,0,0,0,0,0,0,1,0,0,0,0,0
55,12,0,0,0,0,0,0,0,1,0,0,0,0,0
10,8,0,0,0,0,0,0,0,1,0,0,0,0,0
15,8,1,0,0,0,0,0,0,1,0,0,0,0,0
10,5,1,0,0,0,0,0,0,1,0,0,0,1,0
90,6,1,0,0,0,0,0,0,1,0,0,0,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
50,11,1,0,0,0,0,0,0,1,0,0,0,0,0
50,4,0,1,0,0,0,0,0,1,0,0,1,0,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
0,7,1,0,0,0,0,0,0,1,0,0,0,1,0
50,23,1,0,0,0,0,0,0,1,0,0,0,0,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
25,9,1,0,0,0,0,1,0,1,0,0,0,0,0
15,8,1,0,0,0,0,0,0,1,0,0,0,0,0
20,5,1,0,0,0,0,1,0,0,1,0,0,1,0
20,5,0,0,0,0,0,0,0,0,1,0,0,0,0
10,6,0,1,0,0,0,0,0,1,0,0,0,1,0
25,3,0,0,0,0,0,0,0,1,0,0,0,1,0
0,10,0,1,0,0,0,0,0,1,0,0,1,1,0
30,5,1,0,0,0,0,0,0,1,0,0,0,0,0
25,8,1,0,0,0,0,0,0,1,0,0,0,0,0
65,2,0,1,0,0,0,0,0,0,0,0,0,0,0
25,7,1,0,0,0,0,0,0,1,0,0,0,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
20,6,1,0,0,0,0,1,0,0,1,0,0,0,0
10,18,1,0,0,0,0,0,0,1,0,0,0,0,0
100,11,0,0,0,0,0,0,0,1,0,0,0,0,0
25,7,1,0,0,0,0,0,0,1,0,0,0,0,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
20,9,1,0,0,0,0,0,0,1,0,0,0,0,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
20,9,1,0,0,0,0,0,0,0,0,0,0,0,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
80,17,1,0,0,0,0,0,0,1,0,0,0,0,0
25,7,1,0,0,0,0,0,0,1,0,0,0,0,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
20,7,0,1,0,0,0,0,0,0,0,1,1,0,1
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
10,5,0,0,0,0,0,0,0,1,0,0,0,0,0
25,8,1,0,0,0,0,0,0,1,0,0,0,0,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
15,17,1,0,0,0,0,0,0,1,0,0,0,0,0
20,15,1,0,0,0,0,0,0,1,0,0,1,0,0
10,3,1,0,0,0,0,0,0,0,1,0,0,0,0
15,12,1,0,0,0,0,0,0,1,0,0,0,0,0
15,6,0,0,0,0,0,1,0,0,1,0,0,1,0
15,7,1,0,0,0,0,0,0,0,1,0,0,0,0
5,6,1,0,0,0,0,0,0,0,1,0,0,0,0
15,13,0,1,0,0,0,0,0,0,0,1,0,0,1
30,5,1,0,0,0,0,0,0,1,0,0,0,0,0
20,10,1,0,0,0,0,1,0,1,0,0,0,0,0
20,5,0,0,0,0,0,0,0,0,1,0,0,0,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
5,2,0,0,0,0,0,0,0,0,1,0,0,0,0
20,9,1,0,0,0,0,0,0,1,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
15,9,1,0,0,0,0,1,0,1,0,0,0,0,0
20,9,1,0,0,0,0,0,0,1,0,0,0,0,0
20,10,1,0,0,0,0,0,0,0,0,0,0,0,0
10,8,0,0,0,0,0,0,0,1,0,0,0,0,0
80,4,0,1,0,0,0,0,0,1,0,0,0,0,0
25,7,1,0,0,0,0,0,0,1,0,0,0,0,0
25,7,1,1,0,0,0,0,0,1,0,0,0,0,0
10,9,1,0,0,0,0,0,0,1,0,0,0,0,0
25,4,1,0,0,0,0,1,0,1,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
25,9,1,0,0,0,0,0,0,1,0,0,1,0,0
70,7,1,0,0,0,0,1,0,1,0,0,0,0,0
15,7,0,1,0,0,0,0,0,1,0,0,0,0,0
5,11,1,0,0,0,0,0,0,1,0,0,0,0,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
20,9,1,0,0,0,0,0,0,1,0,0,0,0,0
30,5,1,0,0,0,0,0,0,1,0,0,0,0,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
40,5,1,0,0,0,0,0,0,1,0,0,0,1,0
90,10,1,0,0,0,1,0,0,1,0,0,0,0,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
20,17,0,0,0,1,0,1,1,0,0,1,1,0,1
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
25,7,1,0,0,0,0,0,0,1,0,0,0,0,0
20,11,1,0,0,0,0,0,0,0,1,0,0,0,0
90,2,1,0,0,0,0,0,0,1,0,0,0,0,0
25,4,1,0,0,0,0,0,0,1,0,0,0,0,0
15,11,0,1,0,0,0,0,0,1,0,1,1,0,1
20,8,1,0,0,0,0,0,0,1,0,0,0,0,0
25,5,1,0,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
25,7,1,0,0,0,0,0,0,1,0,0,0,0,0
15,6,0,0,0,0,0,0,0,1,0,0,0,0,0
5,11,1,0,0,0,0,0,0,0,0,0,1,0,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,0,0,0,1,0,1,0,0,0,0,0
30,5,1,0,0,0,0,0,0,1,0,0,0,0,0
20,9,1,0,0,0,0,0,0,1,0,0,0,0,0
50,8,1,0,0,0,0,0,0,1,0,0,0,0,0
50,5,0,1,0,0,0,0,0,1,0,0,1,0,0
25,4,1,0,0,0,0,0,0,1,0,0,0,0,0
90,7,0,1,0,0,0,0,0,1,0,0,1,0,0
30,10,1,0,0,0,0,0,0,1,0,0,0,1,0
0,16,1,0,0,0,0,0,0,1,0,0,0,0,0
25,5,0,0,0,0,0,0,0,1,0,0,0,0,0
15,6,0,0,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
10,6,1,0,0,0,0,0,0,1,0,0,0,0,0
10,9,1,0,0,0,0,0,0,1,0,0,0,0,0
25,5,0,0,0,0,0,0,0,1,0,0,0,0,0
10,9,1,0,0,0,0,0,0,1,0,0,0,0,0
40,8,1,1,0,0,0,0,0,0,0,0,0,0,0
35,8,0,0,0,0,0,0,0,0,0,0,0,0,0
10,9,1,0,0,0,0,0,0,1,0,0,0,0,0
150,8,0,0,0,0,0,0,0,1,0,0,0,0,0
5,8,0,0,0,0,1,0,0,0,0,0,0,1,0
5,4,1,0,0,0,0,1,0,1,0,0,0,1,0
45,7,1,0,0,0,0,0,0,1,0,0,0,0,0
15,16,1,0,0,0,0,0,0,0,0,0,0,0,0
15,7,1,0,0,0,0,0,0,1,0,0,0,0,0
